index,artist,track,album,album_name,album_type,album_date,album_tracks,album_pic,indexOf,genres,year,alphaname
326,Banco Del Mutuo Soccorso,Il Ragno - Live,Transiberiana (Bonus Tracks Version),Capolinea,Album,1980-01-01,Il Ragno - Live (05:30)/Canto Di Primavera - Live (04:57)/750.000 Anni Fa... L'Amore? - Live (04:06)/Capolinea (1° Parte) - Live (04:14)/Capolinea (2° Parte) - Live (03:28)/R.I.P. (Requiescant In Pace) - Live (04:32)/Garofano Rosso - Live (04:38)/Non Mi Rompete - Live (06:56,https://i.scdn.co/image/ab67616d00001e02b5a17758f1ed494e58cb2c17,0.0,Italian Progressive Rock/Progressive Rock,1980,Banco Del Mutuo Soccorso
375,Banco Del Mutuo Soccorso,Stelle sulla terra,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,0.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
335,Banco Del Mutuo Soccorso,L'imprevisto,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,27.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
341,Banco Del Mutuo Soccorso,La discesa dal treno,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,48.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
333,Banco Del Mutuo Soccorso,L'assalto dei lupi,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,77.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
304,Banco Del Mutuo Soccorso,Campi di Fragole,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,104.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
343,Banco Del Mutuo Soccorso,Lo sciamano,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,129.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
320,Banco Del Mutuo Soccorso,Eterna Transiberiana,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,149.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
324,Banco Del Mutuo Soccorso,I ruderi del gulag,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,178.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
342,Banco Del Mutuo Soccorso,Lasciando alle spalle,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,205.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
328,Banco Del Mutuo Soccorso,Il grande bianco,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,235.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
361,Banco Del Mutuo Soccorso,Oceano: Strade di sale,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,260.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
347,Banco Del Mutuo Soccorso,Metamorfosi - Live at Festival Prog di Veruno 2018,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,291.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
329,Banco Del Mutuo Soccorso,Il ragno - Live at Festival Prog di Veruno 2018,Transiberiana (Bonus Tracks Version),Transiberiana (Bonus Tracks Version),Album,2019-05-10,Stelle sulla terra (06:05)/L'imprevisto (03:26)/La discesa dal treno (06:15)/L'assalto dei lupi (05:34)/Campi di Fragole (03:34)/Lo sciamano (03:59)/Eterna Transiberiana (06:18)/I ruderi del gulag (06:05)/Lasciando alle spalle (01:45)/Il grande bianco (06:32)/Oceano: Strade di sale (03:38)/Metamorfosi - Live at Festival Prog di Veruno 2018 (09:43)/Il ragno - Live at Festival Prog di Veruno 2018 (05:42,https://i.scdn.co/image/ab67616d00001e027984fc01e1d5a5fc5b0c835c,350.0,Italian Progressive Rock/Progressive Rock,2019,Banco Del Mutuo Soccorso
313,Banco Del Mutuo Soccorso,Danza dei grandi rettili,y,Darwin!,Album,1972-04-28,L'evoluzione - Live (13:59)/La conquista della posizione eretta (08:42)/Danza dei grandi rettili (03:42)/Cento mani e cento occhi (05:22)/750.000 anni fa... l'amore? (05:38)/Miserere alla storia (05:58)/Ed ora io domando tempo al tempo ed egli mi risponde...non ne ho! (03:29,https://i.scdn.co/image/ab67616d00001e02dc889db5dba45e86f1fbfc6c,72.0,Italian Progressive Rock/Progressive Rock,1972,Banco Del Mutuo Soccorso
307,Banco Del Mutuo Soccorso,Canto nomade per un prigioniero politico,y,Io Sono Nato Libero,Album,1973-05-31,Canto nomade per un prigioniero politico (15:47)/Non mi rompete (05:07)/La città sottile (07:13)/Dopo...niente e' più lo stesso (09:54)/Traccia II (02:39,https://i.scdn.co/image/ab67616d00001e027ece70db55914c784d3080e0,0.0,Italian Progressive Rock/Progressive Rock,1973,Banco Del Mutuo Soccorso
347,Franco Battiato,Fetus,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02af3fcbbf0db60ffcc8e625e6,0.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
355,Franco Battiato,Una cellula,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02af3fcbbf0db60ffcc8e625e6,14.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
344,Franco Battiato,Cariocinesi,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02af3fcbbf0db60ffcc8e625e6,34.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
345,Franco Battiato,Energia,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02fe508fe00fe317ed18230a8d,54.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
346,Franco Battiato,Fenomenologia,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02fe508fe00fe317ed18230a8d,70.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
349,Franco Battiato,Meccanica,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02af3fcbbf0db60ffcc8e625e6,92.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
340,Franco Battiato,Anafase,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02af3fcbbf0db60ffcc8e625e6,110.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
350,Franco Battiato,Mutazione,Fetus,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02fe508fe00fe317ed18230a8d,126.0,Classic Italian Pop/Experimental/Italian Adult Pop,1972,"Battiato, Franco"
339,Franco Battiato,A Cell,Foetus,Foetus,Album,1999,Energy (03:05)/Foetus (02:38)/A Cell (02:57)/Karyokinesis (02:01)/Phenomenology (05:00)/Mechanics (06:10)/Anaphase (05:34)/Mutation (02:51,https://i.scdn.co/image/ab67616d00001e027fe59d570236d20e921d3127,30.0,Classic Italian Pop/Experimental/Italian Adult Pop,1999,"Battiato, Franco"
353,Franco Battiato,Sequenze E Frequenze - Live 1988 / Remastered 2020,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),Album,1989,Giubbe Rosse - Remastered 2020 (04:14)/Alexander Platz - Live 1988 / Remastered 2020 (03:23)/Lettera Al Governatore Della Libia - Live 1988 / Remastered 2020 (03:26)/Mesopotamia - Live 1988 / Remastered 2020 (04:23)/L'Era Del Cinghiale Bianco - Live 1988 / Remastered 2020 (03:37)/Un'Altra Vita - Live 1988 / Remastered 2020 (03:00)/Voglio Vederti Danzare - Live 1988 / Remastered 2020 (03:24)/Oceano Di Silenzio - Live 1988 / Remastered 2020 (04:25)/Sequenze E Frequenze - Live 1988 / Remastered 2020 (07:05)/Aria Di Rivoluzione - Live 1988 / Remastered 2020 (03:34)/No U Turn - Live 1988 / Remastered 2020 (04:24)/Summer On A Solitary Beach - Live 1988 / Remastered 2020 (03:30)/Cuccurucucù - Live 1988 / Remastered 2020 (02:58)/Centro Di Gravità Permanente - Live 1988 / Remastered 2020 (03:53)/Gli Uccelli - Live 1988 / Remastered 2020 (04:43)/E Ti Vengo A Cercare - Live 1988 / Remastered 2020 (03:57)/Casaca Roja - Remastered 2020 / Bonus Track (04:16)/Alexander Platz - Spanish Version / Live 1988 / Remastered 2020 / Bonus Track (03:19)/Carta Al Gobernator De Libia - Live 1988 / Remastered 2020 / Bonus Track (03:17,https://i.scdn.co/image/ab67616d00001e02554a20c25a51b6d57c2d489d,451.0,Classic Italian Pop/Experimental/Italian Adult Pop,1989,"Battiato, Franco"
343,Franco Battiato,Bandiera Bianca,La Voce Del Padrone (Remastered 2021),La Voce Del Padrone (Remastered 2021),Album,1981,Summer On A Solitary Beach - Remastered 2021 (04:57)/Bandiera Bianca - Remastered 2021 (05:22)/Gli Uccelli - Remastered 2021 (04:46)/Cuccurucucù - Remastered 2021 (04:14)/Segnali Di Vita - Remastered 2021 (03:41)/Centro Di Gravità Permanente - Remastered 2021 (03:59)/Sentimiento Nuevo - Remastered 2021 (04:18,https://i.scdn.co/image/ab67616d00001e020ee9f0fa1c9d0c93d7344ed9,53.0,Classic Italian Pop/Experimental/Italian Adult Pop,1981,"Battiato, Franco"
348,Franco Battiato,Il silenzio del rumore / 31 Dicembre 1999 - Ore 9,Pollution,Pollution,Album,1973-01-01,Il silenzio del rumore / 31 Dicembre 1999 - Ore 9 (03:08)/Areknames (05:07)/Beta (07:24)/Plancton (05:03)/Pollution / Ti sei mai chiesto quale funzione hai? (12:23,https://i.scdn.co/image/ab67616d00001e0265ad2036979d31a7e87814fe,0.0,Classic Italian Pop/Experimental/Italian Adult Pop,1973,"Battiato, Franco"
341,Franco Battiato,Areknames,Pollution,Pollution,Album,1973-01-01,Il silenzio del rumore / 31 Dicembre 1999 - Ore 9 (03:08)/Areknames (05:07)/Beta (07:24)/Plancton (05:03)/Pollution / Ti sei mai chiesto quale funzione hai? (12:23,https://i.scdn.co/image/ab67616d00001e0265ad2036979d31a7e87814fe,58.0,Classic Italian Pop/Experimental/Italian Adult Pop,1973,"Battiato, Franco"
351,Franco Battiato,Plancton,Pollution,Pollution,Album,1973-01-01,Il silenzio del rumore / 31 Dicembre 1999 - Ore 9 (03:08)/Areknames (05:07)/Beta (07:24)/Plancton (05:03)/Pollution / Ti sei mai chiesto quale funzione hai? (12:23,https://i.scdn.co/image/ab67616d00001e0265ad2036979d31a7e87814fe,89.0,Classic Italian Pop/Experimental/Italian Adult Pop,1973,"Battiato, Franco"
352,Franco Battiato,Pollution / Ti sei mai chiesto quale funzione hai?,Pollution,Pollution,Album,1973-01-01,Il silenzio del rumore / 31 Dicembre 1999 - Ore 9 (03:08)/Areknames (05:07)/Beta (07:24)/Plancton (05:03)/Pollution / Ti sei mai chiesto quale funzione hai? (12:23,https://i.scdn.co/image/ab67616d00001e0265ad2036979d31a7e87814fe,106.0,Classic Italian Pop/Experimental/Italian Adult Pop,1973,"Battiato, Franco"
354,Franco Battiato,Tutto L'Universo Obbedisce,Rara la Vita in Due Franco Battiato Duets,Rara la Vita in Due Franco Battiato Duets,Compilation,2024-03-23,Tutto L'Universo Obbedisce All'Amore (03:27)/I Treni Di Tozeur - Remastered / 2005 (03:11)/Del Suo Veloce Volo (Frankestein) - Remastered 2019 (03:09)/La Musica Muore (03:32)/Chan-Son Egocentrique - 2005 Remaster (03:50)/Up Patriots To Arms (04:09)/Lettera Al Governatore Della Libia - Live 1988 / Remastered 2020 (03:26,https://i.scdn.co/image/ab67616d00001e02c570cc7e5314fc58511c80a5,0.0,Classic Italian Pop/Experimental/Italian Adult Pop,2024,"Battiato, Franco"
342,Franco Battiato,Aria di rivoluzione,Sulle Corde Di Aries,Sulle Corde Di Aries,Album,1973-11-23,Sequenze e frequenze (16:22)/Aries (05:27)/Aria di rivoluzione (05:02)/Da oriente a occidente (06:33,https://i.scdn.co/image/ab67616d00001e0208f0c2499a57973c4fefc954,43.0,Classic Italian Pop/Experimental/Italian Adult Pop,1973,"Battiato, Franco"
386,Beggars Opera,Memory,Act One,Act One,Album,1970-01-01,Poet And Peasant (Dichter Und Bauer) (07:12)/Passacaglia (07:06)/Memory (03:58)/Raymond's Road (11:50)/Light Cavalry (Leichte Kavallerie) (11:56,https://i.scdn.co/image/ab67616d00001e022ba553b2080fdfe0776e243d,65.0,Canterbury Scene/Italian Progressive Rock/Progressive Rock,1970,Beggars Opera
388,Beggars Opera,Pathfinder,Pathfinder,Pathfinder,Album,1972-01-01,Hobo (04:24)/Macarthur Park (08:18)/The Witch (06:04)/Pathfinder (03:43)/From Shark To Haggis (06:42)/Stretcher (04:48)/Madame Doubtfire (04:18,https://i.scdn.co/image/ab67616d00001e02d2fa570699f019056a917793,54.0,Canterbury Scene/Italian Progressive Rock/Progressive Rock,1972,Beggars Opera
385,Beggars Opera,Lament,Waters of Change,Waters of Change,Album,1971-08-05,Time Machine (08:06)/Lament (01:50)/I've No Idea (07:40)/Nimbus (03:33)/Festival (05:57)/Silver Peacock Intro (00:22)/Silver Peacock (06:30)/Impromtpu (01:17)/The Fox (06:47,https://i.scdn.co/image/ab67616d00001e022849055a67358ba5c1588ca9,21.0,Canterbury Scene/Italian Progressive Rock/Progressive Rock,1971,Beggars Opera
387,Beggars Opera,Nimbus,Waters of Change,Waters of Change,Album,1971-08-05,Time Machine (08:06)/Lament (01:50)/I've No Idea (07:40)/Nimbus (03:33)/Festival (05:57)/Silver Peacock Intro (00:22)/Silver Peacock (06:30)/Impromtpu (01:17)/The Fox (06:47,https://i.scdn.co/image/ab67616d00001e022849055a67358ba5c1588ca9,57.0,Canterbury Scene/Italian Progressive Rock/Progressive Rock,1971,Beggars Opera
384,Beggars Opera,Impromtpu,Waters of Change,Waters of Change,Album,1971-08-05,Time Machine (08:06)/Lament (01:50)/I've No Idea (07:40)/Nimbus (03:33)/Festival (05:57)/Silver Peacock Intro (00:22)/Silver Peacock (06:30)/Impromtpu (01:17)/The Fox (06:47,https://i.scdn.co/image/ab67616d00001e022849055a67358ba5c1588ca9,141.0,Canterbury Scene/Italian Progressive Rock/Progressive Rock,1971,Beggars Opera
706,Chuck Berry,Roll Over Beethoven,Berry Is On Top,Berry Is On Top,Album,1959-07-01,Almost Grown (02:21)/Carol (02:48)/Maybellene (02:23)/Sweet Little Rock 'N' Roller (02:22)/Anthony Boy (01:54)/Johnny B. Goode (02:41)/Little Queenie (02:43)/Jo Jo Gunne (02:47)/Roll Over Beethoven (02:24)/Around And Around (02:42)/Hey Pedro (01:57)/Blues For Hawaiians (03:23,https://i.scdn.co/image/ab67616d00001e02a496dc8c33ca6d10668b3157,178.0,Blues/Blues Rock/Classic Rock/Rock/Rock-and-roll/Rockabilly/Soul,1959,"Berry, Chuck"
704,Chuck Berry,"Memphis, Tennessee",Chuck Berry On Stage (Expanded Edition),Chuck Berry On Stage (Expanded Edition),Album,1963-01-01,"Go Go Go - With Overdub Applause (03:31)/Memphis, Tennessee - With Overdub Applause (02:17)/Maybellene - With Overdub Applause (02:24)/Surfin' Steel - With Overdub Applause (02:31)/Rockin' On The Railroad (Let It Rock) - With Overdub Applause (01:50)/Brown Eyed Handsome Man - With Overdub Applause (01:45)/Still Got The Blues - With Overdub Applause (02:08)/Sweet Little Sixteen - With Overdub Applause (03:13)/Jaguar And Thunderbird - With Overdub Applause (01:48)/All Aboard - With Overdub Applause (02:12)/I Just Want To Make Love To You - With Overdub Applause (02:14)/Trick Or Treat - With Overdub Applause (01:36)/The Man And The Donkey - With Overdub Applause (02:06)/How High The Moon - With Overdub Applause (01:05)/Go Go Go (02:31)/Memphis, Tennessee (02:11)/Surfin' Steel (02:28)/Brown Eyed Handsome Man - Instrumental (01:39)/Still Got The Blues (02:04)/Jaguar And Thunderbird - Single Version (01:48)/I Just Want To Make Love To You (02:06)/Trick Or Treat (01:31)/I Just Want To Make Love to You (02:10)/The Man And The Donkey (02:06)/How High The Moon - Instrumental (03:07",https://i.scdn.co/image/ab67616d00001e02a6c2edc057e186299e0cb487,41.0,Blues/Blues Rock/Classic Rock/Rock/Rock-and-roll/Rockabilly/Soul,1963,"Berry, Chuck"
705,Chuck Berry,Nadine - Stereo Remix,Rock 'N' Roll Rarities,Rock 'N' Roll Rarities,Album,1986-01-01,No Particular Place To Go - Stereo Remix (02:44)/Rock And Roll Music - Alternate Version (02:27)/It Wasn't Me - Rock' N Roll Rarities Version (02:35)/Reelin' And Rockin' - Take 1 (03:38)/Come On - Stereo Version (01:51)/Johnny B. Goode (03:11)/Bye Bye Johnny - Rock' N Roll Rarities Version (02:06)/Little Marie - Stereo Remix (02:37)/Time Was - Rock'n Roll Rarities Version (02:30)/Promised Land - Stereo Remix (02:31)/Little Queenie - Take 8 (02:37)/You Never Can Tell - 1986 Stereo Remix (02:45)/Sweet Little Sixteen - Take 11 (03:13)/County Line - Original Version (02:18)/Run Rudolph Run (02:45)/Nadine - Stereo Remix (02:49)/Betty Jean (02:31)/I Want To Be Your Driver - Stereo Remix (02:20)/Beautiful Delilah - Alternate Takes 15/16 (02:32)/Oh Yeah (02:31,https://i.scdn.co/image/ab67616d00001e0239807cff601735a3dec9e24c,601.0,Blues/Blues Rock/Classic Rock/Rock/Rock-and-roll/Rockabilly/Soul,1986,"Berry, Chuck"
707,Chuck Berry,You Can't Catch Me,The Chess Box,The Chess Box,Compilation,1988-01-01,"Maybellene (02:21)/Wee Wee Hours (03:04)/Thirty Days (02:24)/You Can't Catch Me (02:43)/No Money Down - Single Version (02:58)/Downbound Train - Single Version (02:49)/Brown Eyed Handsome Man (02:18)/Drifting Heart - Single Version (02:49)/Roll Over Beethoven (02:24)/Too Much Monkey Business (02:56)/Havana Moon (03:08)/School Day (Ring Ring Goes The Bell) (02:41)/Rock And Roll Music (02:32)/Oh Baby Doll (02:38)/I've Changed (03:06)/Reelin' And Rockin' (03:17)/Rockin' At The Philharmonic - EP Version (03:23)/Sweet Little Sixteen (03:11)/Johnny B. Goode (02:39)/Time Was (01:57)/Around And Around (02:40)/Beautiful Delilah (02:15)/House Of Blue Lights (02:27)/Carol (02:48)/Memphis, Tennessee (02:13)/Anthony Boy - Single Version (01:54)/Jo Jo Gunne - Single Version (02:45)/Sweet Little Rock 'n' Roller (02:22)/Merry Christmas Baby - Single Version (03:13)/Run Rudolph Run (02:44)/Little Queenie (02:42)/Almost Grown (02:21)/Back In The U.S.A. (02:28)/Betty Jean (02:31)/Childhood Sweetheart - Single Version (02:44)/Let It Rock (01:47)/Too Pooped To Pop - Single Version (02:35)/Bye Bye Johnny (02:06)/Jaguar And Thunderbird - Single Version (01:51)/Down The Road Apiece (02:15)/Confessin' The Blues (02:09)/Thirteen Question Method (02:14)/Crying Steel (02:33)/I'm Just A Lucky So And So (02:51)/I'm Talking About You (01:50)/Come On (01:49)/Nadine (Is It You?) (02:35)/Crazy Arms (02:13)/You Never Can Tell - 1964 Single Version (02:43)/The Things I Used To Do - Single Version (02:42",https://i.scdn.co/image/ab67616d00001e02f0fe75b9bf8fa935e1a9c795,61.0,Blues/Blues Rock/Classic Rock/Rock/Rock-and-roll/Rockabilly/Soul,1988,"Berry, Chuck"
