index,artist,track,album,album_name,album_type,album_date,album_tracks,album_pic,indexOf,genres,year,alphaname
239,Arlo Guthrie,Ukulele Lady,Hobo's Lullaby (Remastered 2004),Hobo's Lullaby (Remastered 2004),Album,2004,Anytime (01:50)/The City of New Orleans (04:34)/Lightning Bar Blues (02:52)/Shackles and Chains (02:51)/1913 Massacre (04:20)/Somebody Turned on the Light (03:19)/Ukulele Lady (03:24)/When the Ship Comes In (04:27)/Mapleview (20%) Rag (02:08)/Days Are Short (04:17)/Hobo's Lullaby (03:57,https://i.scdn.co/image/ab67616d00001e0274247191ae5522a1da395209,163.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2004,"Guthrie, Arlo"
243,Arlo Guthrie,When the Ship Comes In,Hobo's Lullaby (Remastered 2004),Hobo's Lullaby (Remastered 2004),Album,2004,Anytime (01:50)/The City of New Orleans (04:34)/Lightning Bar Blues (02:52)/Shackles and Chains (02:51)/1913 Massacre (04:20)/Somebody Turned on the Light (03:19)/Ukulele Lady (03:24)/When the Ship Comes In (04:27)/Mapleview (20%) Rag (02:08)/Days Are Short (04:17)/Hobo's Lullaby (03:57,https://i.scdn.co/image/ab67616d00001e0274247191ae5522a1da395209,184.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2004,"Guthrie, Arlo"
229,Arlo Guthrie,Mapleview (20%) Rag,Hobo's Lullaby (Remastered 2004),Hobo's Lullaby (Remastered 2004),Album,2004,Anytime (01:50)/The City of New Orleans (04:34)/Lightning Bar Blues (02:52)/Shackles and Chains (02:51)/1913 Massacre (04:20)/Somebody Turned on the Light (03:19)/Ukulele Lady (03:24)/When the Ship Comes In (04:27)/Mapleview (20%) Rag (02:08)/Days Are Short (04:17)/Hobo's Lullaby (03:57,https://i.scdn.co/image/ab67616d00001e0274247191ae5522a1da395209,215.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2004,"Guthrie, Arlo"
224,Arlo Guthrie,Days Are Short,Hobo's Lullaby (Remastered 2004),Hobo's Lullaby (Remastered 2004),Album,2004,Anytime (01:50)/The City of New Orleans (04:34)/Lightning Bar Blues (02:52)/Shackles and Chains (02:51)/1913 Massacre (04:20)/Somebody Turned on the Light (03:19)/Ukulele Lady (03:24)/When the Ship Comes In (04:27)/Mapleview (20%) Rag (02:08)/Days Are Short (04:17)/Hobo's Lullaby (03:57,https://i.scdn.co/image/ab67616d00001e0274247191ae5522a1da395209,243.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2004,"Guthrie, Arlo"
226,Arlo Guthrie,Hobo's Lullaby,Hobo's Lullaby (Remastered 2004),Hobo's Lullaby (Remastered 2004),Album,2004,Anytime (01:50)/The City of New Orleans (04:34)/Lightning Bar Blues (02:52)/Shackles and Chains (02:51)/1913 Massacre (04:20)/Somebody Turned on the Light (03:19)/Ukulele Lady (03:24)/When the Ship Comes In (04:27)/Mapleview (20%) Rag (02:08)/Days Are Short (04:17)/Hobo's Lullaby (03:57,https://i.scdn.co/image/ab67616d00001e0274247191ae5522a1da395209,266.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2004,"Guthrie, Arlo"
240,Arlo Guthrie,Uncle Jeff,Last of the Brooklyn Cowboys (Remastered 2004),Last of the Brooklyn Cowboys (Remastered 2004),Album,1973-08-16,Farrell O'Gara (02:49)/Gypsy Davy (03:44)/This Troubled Mind of Mine (02:27)/Week on the Rag (02:23)/Miss the Mississippi and You (02:55)/Lovesick Blues (02:35)/Uncle Jeff (00:56)/Gates of Eden (05:16)/Last Train (03:06)/Cowboy Song (03:42)/Sailor's Bonnett (01:23)/Cooper's Lament (02:47)/Ramblin' 'Round (03:13,https://i.scdn.co/image/ab67616d00001e02c41b3b2592843bf8f2665bb6,161.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1973,"Guthrie, Arlo"
227,Arlo Guthrie,Last Train,Last of the Brooklyn Cowboys (Remastered 2004),Last of the Brooklyn Cowboys (Remastered 2004),Album,1973-08-16,Farrell O'Gara (02:49)/Gypsy Davy (03:44)/This Troubled Mind of Mine (02:27)/Week on the Rag (02:23)/Miss the Mississippi and You (02:55)/Lovesick Blues (02:35)/Uncle Jeff (00:56)/Gates of Eden (05:16)/Last Train (03:06)/Cowboy Song (03:42)/Sailor's Bonnett (01:23)/Cooper's Lament (02:47)/Ramblin' 'Round (03:13,https://i.scdn.co/image/ab67616d00001e02c41b3b2592843bf8f2665bb6,202.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1973,"Guthrie, Arlo"
233,Arlo Guthrie,Sailor's Bonnett,Last of the Brooklyn Cowboys (Remastered 2004),Last of the Brooklyn Cowboys (Remastered 2004),Album,1973-08-16,Farrell O'Gara (02:49)/Gypsy Davy (03:44)/This Troubled Mind of Mine (02:27)/Week on the Rag (02:23)/Miss the Mississippi and You (02:55)/Lovesick Blues (02:35)/Uncle Jeff (00:56)/Gates of Eden (05:16)/Last Train (03:06)/Cowboy Song (03:42)/Sailor's Bonnett (01:23)/Cooper's Lament (02:47)/Ramblin' 'Round (03:13,https://i.scdn.co/image/ab67616d00001e02c41b3b2592843bf8f2665bb6,241.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1973,"Guthrie, Arlo"
236,Arlo Guthrie,St. James Infirmary - Live,Live in Sydney,Live in Sydney,Album,2005-08-09,Chilling of the Evening - Live (04:00)/Oklahoma Hills - Live (02:55)/Intro to St. James Infirmary - Live (01:35)/St. James Infirmary - Live (03:59)/40 Years of Songs - Live (03:08)/When The Ship Comes In - Live (03:32)/The Motorcycle Song– an Education - Live (07:18)/Derroll Adams - Live (05:43)/Portland Town - Live (02:06)/Byrds of Paradise - Live (01:38)/Haleiwa Farewell (Haleiwa Blues) - Live (04:35)/Technology/LA Story - Live (05:22)/Coming into Los Angeles - Live (03:12)/Green Green Rocky Road - Live (02:59)/Intro to Darkest Hour - Live (00:40)/Darkest Hour - Live (03:57)/Last to Leave - Live (02:24)/Steve Goodman - Live (01:09)/City of New Orleans - Live (04:17)/A Poster with Janis Joplin - Live (02:10)/Me and Bobby McgGee - Live (03:56)/My Old Friend - Live (04:26)/This Land is Your Land - Live (09:47)/Remembering Alice - Live (09:01)/Highway in the Wind - Live (05:24,https://i.scdn.co/image/ab67616d00001e02188a04ac6eac6d4bccb6319a,78.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2005,"Guthrie, Arlo"
223,Arlo Guthrie,Darkest Hour - Live,Live in Sydney,Live in Sydney,Album,2005-08-09,Chilling of the Evening - Live (04:00)/Oklahoma Hills - Live (02:55)/Intro to St. James Infirmary - Live (01:35)/St. James Infirmary - Live (03:59)/40 Years of Songs - Live (03:08)/When The Ship Comes In - Live (03:32)/The Motorcycle Song– an Education - Live (07:18)/Derroll Adams - Live (05:43)/Portland Town - Live (02:06)/Byrds of Paradise - Live (01:38)/Haleiwa Farewell (Haleiwa Blues) - Live (04:35)/Technology/LA Story - Live (05:22)/Coming into Los Angeles - Live (03:12)/Green Green Rocky Road - Live (02:59)/Intro to Darkest Hour - Live (00:40)/Darkest Hour - Live (03:57)/Last to Leave - Live (02:24)/Steve Goodman - Live (01:09)/City of New Orleans - Live (04:17)/A Poster with Janis Joplin - Live (02:10)/Me and Bobby McgGee - Live (03:56)/My Old Friend - Live (04:26)/This Land is Your Land - Live (09:47)/Remembering Alice - Live (09:01)/Highway in the Wind - Live (05:24,https://i.scdn.co/image/ab67616d00001e02188a04ac6eac6d4bccb6319a,528.0,Country Rock/Folk/Folk Rock/Singer-songwriter,2005,"Guthrie, Arlo"
231,Arlo Guthrie,Oklahoma Hills - Remastered,Running Down the Road (Remastered),Running Down the Road (Remastered),Album,1969-08-02,"Oklahoma Hills - Remastered (03:27)/Every Hand in the Land - Remastered (02:20)/Creole Belle - Remastered (03:45)/Wheel of Fortune - Remastered (02:30)/Oh, In the Morning - Remastered (04:54)/Coming into Los Angeles - Remastered (03:06)/Stealin' - Remastered (02:49)/My Front Pages - Remastered (03:47)/Living in the Country - Remastered (03:18)/Running Down the Road - Remastered (04:29",https://i.scdn.co/image/ab67616d00001e027ad128953bbf0fc542911a12,0.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1969,"Guthrie, Arlo"
221,Arlo Guthrie,Coming into Los Angeles - Remastered,Running Down the Road (Remastered),Running Down the Road (Remastered),Album,1969-08-02,"Oklahoma Hills - Remastered (03:27)/Every Hand in the Land - Remastered (02:20)/Creole Belle - Remastered (03:45)/Wheel of Fortune - Remastered (02:30)/Oh, In the Morning - Remastered (04:54)/Coming into Los Angeles - Remastered (03:06)/Stealin' - Remastered (02:49)/My Front Pages - Remastered (03:47)/Living in the Country - Remastered (03:18)/Running Down the Road - Remastered (04:29",https://i.scdn.co/image/ab67616d00001e027ad128953bbf0fc542911a12,192.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1969,"Guthrie, Arlo"
230,Arlo Guthrie,My Front Pages - Remastered,Running Down the Road (Remastered),Running Down the Road (Remastered),Album,1969-08-02,"Oklahoma Hills - Remastered (03:27)/Every Hand in the Land - Remastered (02:20)/Creole Belle - Remastered (03:45)/Wheel of Fortune - Remastered (02:30)/Oh, In the Morning - Remastered (04:54)/Coming into Los Angeles - Remastered (03:06)/Stealin' - Remastered (02:49)/My Front Pages - Remastered (03:47)/Living in the Country - Remastered (03:18)/Running Down the Road - Remastered (04:29",https://i.scdn.co/image/ab67616d00001e027ad128953bbf0fc542911a12,267.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1969,"Guthrie, Arlo"
220,Arlo Guthrie,Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live,Taking Woodstock [Original Motion Picture Soundtrack],Taking Woodstock [Original Motion Picture Soundtrack],Compilation,2009-08-21,Freedom (2009) [Taking Woodstock - Original Motion Picture Soundtrack] (05:10)/Taking Woodstock Titles (1) [Taking Woodstock - Original Motion Picture Soundtrack] (03:28)/Wooden Ships (05:28)/China Cat Sunflower - Live; Taking Woodstock Original Motion Picture Soundtrack (05:32)/Maggie M'Gill (04:25)/Elliot's Place (1) [Taking Woodstock - Original Motion Picture Soundtrack] (01:09)/Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live (02:12)/I-Feel-Like-I'm-Fixin'-To-Die Rag (Live) [Taking Woodstock - Original Motion Picture Soundtrack] (03:11)/Going Up The Country (Live) [Taking Woodstock - Original Motion Picture Soundtrack] (03:21)/Try (Just A Little Bit Harder) [Live] [Taking Woodstock - Original Motion Picture Soundtrack] (04:53)/A Happening (Office #2) [1] [Taking Woodstock - Original Motion Picture Soundtrack] (01:54)/The Red Telephone (04:44)/Beautiful People (Live) [Taking Woodstock - Original Motion Picture Soundtrack] (04:26)/I Shall Be Released (Live) [Taking Woodstock - Original Motion Picture Soundtrack] (04:01)/Perspective Extended (1) [Taking Woodstock - Original Motion Picture Soundtrack] (01:52)/One More Mile - Taking Woodstock Original Soundtrack; 2009 Remaster (03:30)/Volunteers (Taking Woodstock - OST) (02:03,https://i.scdn.co/image/ab67616d00001e0221afae897d9e39996a2c08f4,385.0,,2009,"Guthrie, Arlo"
242,Arlo Guthrie,Washington County,Washington County (Remastered 2004),Washington County (Remastered 2004),Album,1970-08-02,Introduction (03:21)/Fence Post Blues (03:10)/Gabriel's Mother's Highway Ballad #16 Blues (06:25)/Washington County (01:59)/Valley to Pray (02:46)/Lay Down Little Doggies (03:21)/I Could Be Singing (03:19)/If You Would Just Drop By (04:23)/Percy's Song (04:57)/I Want to Be Around (02:45,https://i.scdn.co/image/ab67616d00001e02698959b9b45411fd46bffad5,98.0,Country Rock/Folk/Folk Rock/Singer-songwriter,1970,"Guthrie, Arlo"
469,George Harrison,I'd Have You Anytime (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,0.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
473,George Harrison,Wah-Wah (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,83.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
474,George Harrison,What Is Life (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,155.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
472,George Harrison,Run of the Mill (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,315.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
468,George Harrison,I Live for You (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,355.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
462,George Harrison,Apple Scruffs (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,679.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
463,George Harrison,Art of Dying (2014 Remaster),All Things Must Pass (2014 Remaster),All Things Must Pass (2014 Remaster),Album,1970-11-20,I'd Have You Anytime (2014 Remaster) (02:57)/My Sweet Lord (2014 Remaster) (04:41)/Wah-Wah (2014 Remaster) (05:37)/Isn't It a Pity (2014 Remaster) (07:10)/What Is Life (2014 Remaster) (04:24)/If Not for You (2014 Remaster) (03:30)/Behind That Locked Door (2014 Remaster) (03:06)/Let It Down (2014 Remaster) (04:58)/Run of the Mill (2014 Remaster) (02:51)/I Live for You (2014 Remaster) (03:37)/Beware of Darkness (1st Version Recorded at Abbey Road) (2014 Remaster) (03:22)/Let It Down (Original Guitar and Vocal) (2014 Remaster) (03:55)/What Is Life (Backing Track) (2014 Remaster) (04:27)/My Sweet Lord (2000) (2014 Remaster) (04:55)/Beware of Darkness (2014 Remaster) (03:51)/Apple Scruffs (2014 Remaster) (03:06)/Ballad of Sir Frankie Crisp (Let It Roll) (2014 Remaster) (03:48)/Awaiting on You All (2014 Remaster) (02:48)/All Things Must Pass (2014 Remaster) (03:46)/I Dig Love (2014 Remaster) (04:57)/Art of Dying (2014 Remaster) (03:38)/Isn't It a Pity (Version Two) (2014 Remaster) (04:48)/Hear Me Lord (2014 Remaster) (05:49)/It's Johnny's Birthday (2014 Remaster) (00:49)/Plug Me In (2014 Remaster) (03:19)/I Remember Jeep (2014 Remaster) (08:08)/Thanks for the Pepperoni (2014 Remaster) (05:32)/Out of the Blue (2014 Remaster) (11:13,https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273,907.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1970,"Harrison, George"
461,George Harrison,Any Road,Brainwashed,Brainwashed,Album,2002-11-19,Any Road (03:51)/P2 Vatican Blues (Last Saturday Night) (02:38)/Pisces Fish (04:52)/Looking for My Life (03:49)/Rising Sun (05:27)/Marwa Blues (03:41)/Stuck Inside a Cloud (04:04)/Run So Far (04:05)/Never Get Over You (03:25)/Between the Devil and the Deep Blue Sea (02:34)/Rocking Chair in Hawaii (03:07)/Brainwashed (06:07,https://i.scdn.co/image/ab67616d00001e02c1afb8febc06f971620d9861,0.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,2002,"Harrison, George"
470,George Harrison,Marwa Blues,Brainwashed,Brainwashed,Album,2002-11-19,Any Road (03:51)/P2 Vatican Blues (Last Saturday Night) (02:38)/Pisces Fish (04:52)/Looking for My Life (03:49)/Rising Sun (05:27)/Marwa Blues (03:41)/Stuck Inside a Cloud (04:04)/Run So Far (04:05)/Never Get Over You (03:25)/Between the Devil and the Deep Blue Sea (02:34)/Rocking Chair in Hawaii (03:07)/Brainwashed (06:07,https://i.scdn.co/image/ab67616d00001e02c1afb8febc06f971620d9861,131.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,2002,"Harrison, George"
465,George Harrison,Fish on the Sand,Cloud Nine,Cloud Nine,Album,1987-11-02,Cloud Nine (03:16)/That's What It Takes (04:01)/Fish on the Sand (03:24)/Just for Today (04:06)/This Is Love (03:49)/When We Was Fab (03:59)/Devil's Radio (03:53)/Someplace Else (03:52)/Wreck of the Hesperus (03:33)/Breath Away from Heaven (03:35)/Got My Mind Set on You (03:54)/Shanghai Surprise (05:09)/Zig Zag (02:46)/Got My Mind Set on You (Extended Version) (05:17,https://i.scdn.co/image/ab67616d00001e0275aeab61b79629d43ca8f42f,48.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1987,"Harrison, George"
475,George Harrison,When We Was Fab,Cloud Nine,Cloud Nine,Album,1987-11-02,Cloud Nine (03:16)/That's What It Takes (04:01)/Fish on the Sand (03:24)/Just for Today (04:06)/This Is Love (03:49)/When We Was Fab (03:59)/Devil's Radio (03:53)/Someplace Else (03:52)/Wreck of the Hesperus (03:33)/Breath Away from Heaven (03:35)/Got My Mind Set on You (03:54)/Shanghai Surprise (05:09)/Zig Zag (02:46)/Got My Mind Set on You (Extended Version) (05:17,https://i.scdn.co/image/ab67616d00001e0275aeab61b79629d43ca8f42f,117.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1987,"Harrison, George"
464,George Harrison,Devil's Radio,Cloud Nine,Cloud Nine,Album,1987-11-02,Cloud Nine (03:16)/That's What It Takes (04:01)/Fish on the Sand (03:24)/Just for Today (04:06)/This Is Love (03:49)/When We Was Fab (03:59)/Devil's Radio (03:53)/Someplace Else (03:52)/Wreck of the Hesperus (03:33)/Breath Away from Heaven (03:35)/Got My Mind Set on You (03:54)/Shanghai Surprise (05:09)/Zig Zag (02:46)/Got My Mind Set on You (Extended Version) (05:17,https://i.scdn.co/image/ab67616d00001e0275aeab61b79629d43ca8f42f,141.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1987,"Harrison, George"
476,George Harrison,Wreck of the Hesperus,Cloud Nine,Cloud Nine,Album,1987-11-02,Cloud Nine (03:16)/That's What It Takes (04:01)/Fish on the Sand (03:24)/Just for Today (04:06)/This Is Love (03:49)/When We Was Fab (03:59)/Devil's Radio (03:53)/Someplace Else (03:52)/Wreck of the Hesperus (03:33)/Breath Away from Heaven (03:35)/Got My Mind Set on You (03:54)/Shanghai Surprise (05:09)/Zig Zag (02:46)/Got My Mind Set on You (Extended Version) (05:17,https://i.scdn.co/image/ab67616d00001e0275aeab61b79629d43ca8f42f,186.0,Album Rock/Classic Rock/Folk Rock/Mellow Gold/Rock/Singer-songwriter/Soft Rock,1987,"Harrison, George"
